EventName,DriverNumber,Compound,LapCount,TotalLaps,LapProportion
British Grand Prix,77,SOFT,14,52,0.2692307692307692
British Grand Prix,81,INTERMEDIATE,10,52,0.19230769230769232
British Grand Prix,81,MEDIUM,42,52,0.8076923076923077
Canadian Grand Prix,1,INTERMEDIATE,45,70,0.6428571428571429
Canadian Grand Prix,1,MEDIUM,25,70,0.35714285714285715
Canadian Grand Prix,2,INTERMEDIATE,24,70,0.34285714285714286
Canadian Grand Prix,3,INTERMEDIATE,43,70,0.6142857142857143
Canadian Grand Prix,3,MEDIUM,27,70,0.38571428571428573
Canadian Grand Prix,4,INTERMEDIATE,47,70,0.6714285714285714
Canadian Grand Prix,4,MEDIUM,23,70,0.32857142857142857
Canadian Grand Prix,10,HARD,30,70,0.42857142857142855
Canadian Grand Prix,10,INTERMEDIATE,40,70,0.5714285714285714
Canadian Grand Prix,11,INTERMEDIATE,43,70,0.6142857142857143
Canadian Grand Prix,11,MEDIUM,9,70,0.12857142857142856
Canadian Grand Prix,14,HARD,26,70,0.37142857142857144
Canadian Grand Prix,14,INTERMEDIATE,44,70,0.6285714285714286
Canadian Grand Prix,16,HARD,3,70,0.04285714285714286
Canadian Grand Prix,16,INTERMEDIATE,38,70,0.5428571428571428
Canadian Grand Prix,18,HARD,26,70,0.37142857142857144
Canadian Grand Prix,18,INTERMEDIATE,44,70,0.6285714285714286
Canadian Grand Prix,20,INTERMEDIATE,34,70,0.4857142857142857
Canadian Grand Prix,20,MEDIUM,29,70,0.4142857142857143
Canadian Grand Prix,20,WET,7,70,0.1
Canadian Grand Prix,22,INTERMEDIATE,44,70,0.6285714285714286
Canadian Grand Prix,22,MEDIUM,26,70,0.37142857142857144
Canadian Grand Prix,23,INTERMEDIATE,44,70,0.6285714285714286
Canadian Grand Prix,23,MEDIUM,9,70,0.12857142857142856
Canadian Grand Prix,24,INTERMEDIATE,44,70,0.6285714285714286
Canadian Grand Prix,24,MEDIUM,25,70,0.35714285714285715
Canadian Grand Prix,27,INTERMEDIATE,32,70,0.45714285714285713
Canadian Grand Prix,27,MEDIUM,26,70,0.37142857142857144
Canadian Grand Prix,27,WET,12,70,0.17142857142857143
Canadian Grand Prix,31,INTERMEDIATE,44,70,0.6285714285714286
Canadian Grand Prix,31,MEDIUM,26,70,0.37142857142857144
Canadian Grand Prix,44,HARD,16,70,0.22857142857142856
Canadian Grand Prix,44,INTERMEDIATE,43,70,0.6142857142857143
Canadian Grand Prix,44,MEDIUM,11,70,0.15714285714285714
Canadian Grand Prix,55,INTERMEDIATE,43,70,0.6142857142857143
Canadian Grand Prix,55,MEDIUM,10,70,0.14285714285714285
Canadian Grand Prix,63,HARD,9,70,0.12857142857142856
Canadian Grand Prix,63,INTERMEDIATE,45,70,0.6428571428571429
Canadian Grand Prix,63,MEDIUM,16,70,0.22857142857142856
Canadian Grand Prix,77,INTERMEDIATE,42,70,0.6
Canadian Grand Prix,77,MEDIUM,28,70,0.4
Canadian Grand Prix,81,INTERMEDIATE,44,70,0.6285714285714286
Canadian Grand Prix,81,MEDIUM,26,70,0.37142857142857144
Chinese Grand Prix,1,HARD,43,56,0.7678571428571429
Chinese Grand Prix,1,MEDIUM,13,56,0.23214285714285715
Chinese Grand Prix,2,HARD,32,56,0.5714285714285714
Chinese Grand Prix,2,MEDIUM,12,56,0.21428571428571427
Chinese Grand Prix,2,SOFT,12,56,0.21428571428571427
Chinese Grand Prix,3,MEDIUM,33,56,0.5892857142857143
Chinese Grand Prix,4,HARD,34,56,0.6071428571428571
Chinese Grand Prix,4,MEDIUM,22,56,0.39285714285714285
Chinese Grand Prix,10,HARD,27,56,0.48214285714285715
Chinese Grand Prix,10,MEDIUM,29,56,0.5178571428571429
Chinese Grand Prix,11,HARD,43,56,0.7678571428571429
Chinese Grand Prix,11,MEDIUM,13,56,0.23214285714285715
Chinese Grand Prix,14,HARD,12,56,0.21428571428571427
Chinese Grand Prix,14,MEDIUM,24,56,0.42857142857142855
Chinese Grand Prix,14,SOFT,20,56,0.35714285714285715
Chinese Grand Prix,16,HARD,35,56,0.625
Chinese Grand Prix,16,MEDIUM,21,56,0.375
Chinese Grand Prix,18,HARD,26,56,0.4642857142857143
Chinese Grand Prix,18,MEDIUM,21,56,0.375
Chinese Grand Prix,18,SOFT,9,56,0.16071428571428573
Chinese Grand Prix,20,HARD,27,56,0.48214285714285715
Chinese Grand Prix,20,MEDIUM,29,56,0.5178571428571429
Chinese Grand Prix,22,HARD,4,56,0.07142857142857142
Chinese Grand Prix,22,MEDIUM,15,56,0.26785714285714285
Chinese Grand Prix,22,SOFT,8,56,0.14285714285714285
Chinese Grand Prix,23,HARD,33,56,0.5892857142857143
Chinese Grand Prix,23,MEDIUM,23,56,0.4107142857142857
Chinese Grand Prix,24,HARD,32,56,0.5714285714285714
Chinese Grand Prix,24,MEDIUM,8,56,0.14285714285714285
Chinese Grand Prix,24,SOFT,16,56,0.2857142857142857
Chinese Grand Prix,27,HARD,48,56,0.8571428571428571
Chinese Grand Prix,27,MEDIUM,8,56,0.14285714285714285
Chinese Grand Prix,31,HARD,47,56,0.8392857142857143
Chinese Grand Prix,31,MEDIUM,9,56,0.16071428571428573
Chinese Grand Prix,44,HARD,35,56,0.625
Chinese Grand Prix,44,MEDIUM,12,56,0.21428571428571427
Chinese Grand Prix,44,SOFT,9,56,0.16071428571428573
Chinese Grand Prix,55,HARD,39,56,0.6964285714285714
Chinese Grand Prix,55,MEDIUM,17,56,0.30357142857142855
Chinese Grand Prix,63,HARD,33,56,0.5892857142857143
Chinese Grand Prix,63,MEDIUM,23,56,0.4107142857142857
Chinese Grand Prix,77,HARD,11,56,0.19642857142857142
Chinese Grand Prix,77,MEDIUM,9,56,0.16071428571428573
Chinese Grand Prix,81,HARD,32,56,0.5714285714285714
Chinese Grand Prix,81,MEDIUM,24,56,0.42857142857142855
Dutch Grand Prix,1,HARD,45,72,0.625
Dutch Grand Prix,1,MEDIUM,27,72,0.375
Dutch Grand Prix,2,HARD,49,72,0.6805555555555556
Dutch Grand Prix,2,MEDIUM,22,72,0.3055555555555556
Dutch Grand Prix,3,HARD,42,72,0.5833333333333334
Dutch Grand Prix,3,MEDIUM,29,72,0.4027777777777778
Dutch Grand Prix,4,HARD,44,72,0.6111111111111112
Dutch Grand Prix,4,MEDIUM,28,72,0.3888888888888889
Dutch Grand Prix,10,HARD,39,72,0.5416666666666666
Dutch Grand Prix,10,MEDIUM,32,72,0.4444444444444444
Dutch Grand Prix,11,HARD,43,72,0.5972222222222222
Dutch Grand Prix,11,MEDIUM,29,72,0.4027777777777778
Dutch Grand Prix,14,HARD,40,72,0.5555555555555556
Dutch Grand Prix,14,MEDIUM,31,72,0.4305555555555556
Dutch Grand Prix,16,HARD,48,72,0.6666666666666666
Dutch Grand Prix,16,MEDIUM,24,72,0.3333333333333333
Dutch Grand Prix,18,HARD,41,72,0.5694444444444444
Dutch Grand Prix,18,MEDIUM,30,72,0.4166666666666667
Dutch Grand Prix,20,HARD,40,72,0.5555555555555556
Dutch Grand Prix,20,MEDIUM,31,72,0.4305555555555556
Dutch Grand Prix,22,HARD,39,72,0.5416666666666666
Dutch Grand Prix,22,MEDIUM,18,72,0.25
Dutch Grand Prix,22,SOFT,14,72,0.19444444444444445
Dutch Grand Prix,23,HARD,42,72,0.5833333333333334
Dutch Grand Prix,23,MEDIUM,29,72,0.4027777777777778
Dutch Grand Prix,24,HARD,33,72,0.4583333333333333
Dutch Grand Prix,24,MEDIUM,18,72,0.25
Dutch Grand Prix,24,SOFT,19,72,0.2638888888888889
Dutch Grand Prix,27,HARD,57,72,0.7916666666666666
Dutch Grand Prix,27,MEDIUM,14,72,0.19444444444444445
Dutch Grand Prix,31,HARD,41,72,0.5694444444444444
Dutch Grand Prix,31,MEDIUM,30,72,0.4166666666666667
Dutch Grand Prix,44,HARD,25,72,0.3472222222222222
Dutch Grand Prix,44,SOFT,47,72,0.6527777777777778
Dutch Grand Prix,55,HARD,42,72,0.5833333333333334
Dutch Grand Prix,55,MEDIUM,30,72,0.4166666666666667
Dutch Grand Prix,63,HARD,29,72,0.4027777777777778
Dutch Grand Prix,63,MEDIUM,25,72,0.3472222222222222
Dutch Grand Prix,63,SOFT,18,72,0.25
Dutch Grand Prix,77,HARD,28,72,0.3888888888888889
Dutch Grand Prix,77,MEDIUM,27,72,0.375
Dutch Grand Prix,77,SOFT,15,72,0.20833333333333334
Dutch Grand Prix,81,HARD,39,72,0.5416666666666666
Dutch Grand Prix,81,MEDIUM,33,72,0.4583333333333333
Emilia Romagna Grand Prix,1,HARD,39,63,0.6190476190476191
Emilia Romagna Grand Prix,1,MEDIUM,24,63,0.38095238095238093
Emilia Romagna Grand Prix,2,HARD,31,63,0.49206349206349204
Emilia Romagna Grand Prix,2,MEDIUM,31,63,0.49206349206349204
Emilia Romagna Grand Prix,3,HARD,51,63,0.8095238095238095
Emilia Romagna Grand Prix,3,MEDIUM,11,63,0.1746031746031746
Emilia Romagna Grand Prix,4,HARD,41,63,0.6507936507936508
Emilia Romagna Grand Prix,4,MEDIUM,22,63,0.3492063492063492
Emilia Romagna Grand Prix,10,HARD,22,63,0.3492063492063492
Emilia Romagna Grand Prix,10,MEDIUM,32,63,0.5079365079365079
Emilia Romagna Grand Prix,10,SOFT,8,63,0.12698412698412698
Emilia Romagna Grand Prix,11,HARD,37,63,0.5873015873015873
Emilia Romagna Grand Prix,11,MEDIUM,26,63,0.4126984126984127
Emilia Romagna Grand Prix,14,HARD,33,63,0.5238095238095238
Emilia Romagna Grand Prix,14,MEDIUM,19,63,0.30158730158730157
Emilia Romagna Grand Prix,14,SOFT,10,63,0.15873015873015872
Emilia Romagna Grand Prix,16,HARD,38,63,0.6031746031746031
Emilia Romagna Grand Prix,16,MEDIUM,25,63,0.3968253968253968
Emilia Romagna Grand Prix,18,HARD,26,63,0.4126984126984127
Emilia Romagna Grand Prix,18,MEDIUM,37,63,0.5873015873015873
Emilia Romagna Grand Prix,20,HARD,25,63,0.3968253968253968
Emilia Romagna Grand Prix,20,MEDIUM,37,63,0.5873015873015873
Emilia Romagna Grand Prix,22,HARD,50,63,0.7936507936507936
Emilia Romagna Grand Prix,22,MEDIUM,12,63,0.19047619047619047
Emilia Romagna Grand Prix,23,HARD,1,63,0.015873015873015872
Emilia Romagna Grand Prix,23,MEDIUM,50,63,0.7936507936507936
Emilia Romagna Grand Prix,24,HARD,33,63,0.5238095238095238
Emilia Romagna Grand Prix,24,MEDIUM,29,63,0.4603174603174603
Emilia Romagna Grand Prix,27,HARD,49,63,0.7777777777777778
Emilia Romagna Grand Prix,27,MEDIUM,13,63,0.20634920634920634
Emilia Romagna Grand Prix,31,HARD,37,63,0.5873015873015873
Emilia Romagna Grand Prix,31,MEDIUM,25,63,0.3968253968253968
Emilia Romagna Grand Prix,44,HARD,36,63,0.5714285714285714
Emilia Romagna Grand Prix,44,MEDIUM,27,63,0.42857142857142855
Emilia Romagna Grand Prix,55,HARD,36,63,0.5714285714285714
Emilia Romagna Grand Prix,55,MEDIUM,27,63,0.42857142857142855
Emilia Romagna Grand Prix,63,HARD,31,63,0.49206349206349204
Emilia Romagna Grand Prix,63,MEDIUM,32,63,0.5079365079365079
Emilia Romagna Grand Prix,77,HARD,54,63,0.8571428571428571
Emilia Romagna Grand Prix,77,MEDIUM,8,63,0.12698412698412698
Emilia Romagna Grand Prix,81,HARD,40,63,0.6349206349206349
Emilia Romagna Grand Prix,81,MEDIUM,23,63,0.36507936507936506
Hungarian Grand Prix,1,HARD,28,70,0.4
Hungarian Grand Prix,1,MEDIUM,42,70,0.6
Hungarian Grand Prix,2,HARD,55,70,0.7857142857142857
Hungarian Grand Prix,2,MEDIUM,8,70,0.11428571428571428
Hungarian Grand Prix,2,SOFT,6,70,0.08571428571428572
Hungarian Grand Prix,3,HARD,62,70,0.8857142857142857
Hungarian Grand Prix,3,MEDIUM,7,70,0.1
Hungarian Grand Prix,4,HARD,28,70,0.4
Hungarian Grand Prix,4,MEDIUM,42,70,0.6
Hungarian Grand Prix,10,HARD,28,70,0.4
Hungarian Grand Prix,10,MEDIUM,5,70,0.07142857142857142
Hungarian Grand Prix,11,HARD,28,70,0.4
Hungarian Grand Prix,11,MEDIUM,42,70,0.6
Hungarian Grand Prix,14,HARD,33,70,0.4714285714285714
Hungarian Grand Prix,14,MEDIUM,30,70,0.42857142857142855
Hungarian Grand Prix,14,SOFT,7,70,0.1
Hungarian Grand Prix,16,HARD,17,70,0.24285714285714285
Hungarian Grand Prix,16,MEDIUM,53,70,0.7571428571428571
Hungarian Grand Prix,18,HARD,25,70,0.35714285714285715
Hungarian Grand Prix,18,MEDIUM,31,70,0.44285714285714284
Hungarian Grand Prix,18,SOFT,14,70,0.2
Hungarian Grand Prix,20,HARD,63,70,0.9
Hungarian Grand Prix,20,SOFT,6,70,0.08571428571428572
Hungarian Grand Prix,22,HARD,41,70,0.5857142857142857
Hungarian Grand Prix,22,MEDIUM,29,70,0.4142857142857143
Hungarian Grand Prix,23,HARD,63,70,0.9
Hungarian Grand Prix,23,SOFT,6,70,0.08571428571428572
Hungarian Grand Prix,24,HARD,62,70,0.8857142857142857
Hungarian Grand Prix,24,MEDIUM,7,70,0.1
Hungarian Grand Prix,27,HARD,67,70,0.9571428571428572
Hungarian Grand Prix,27,MEDIUM,2,70,0.02857142857142857
Hungarian Grand Prix,31,HARD,58,70,0.8285714285714286
Hungarian Grand Prix,31,MEDIUM,6,70,0.08571428571428572
Hungarian Grand Prix,31,SOFT,5,70,0.07142857142857142
Hungarian Grand Prix,44,HARD,54,70,0.7714285714285715
Hungarian Grand Prix,44,MEDIUM,16,70,0.22857142857142856
Hungarian Grand Prix,55,HARD,26,70,0.37142857142857144
Hungarian Grand Prix,55,MEDIUM,44,70,0.6285714285714286
Hungarian Grand Prix,63,HARD,50,70,0.7142857142857143
Hungarian Grand Prix,63,MEDIUM,20,70,0.2857142857142857
Hungarian Grand Prix,77,HARD,53,70,0.7571428571428571
Hungarian Grand Prix,77,MEDIUM,16,70,0.22857142857142856
Hungarian Grand Prix,81,HARD,29,70,0.4142857142857143
Hungarian Grand Prix,81,MEDIUM,41,70,0.5857142857142857
Japanese Grand Prix,1,HARD,19,53,0.3584905660377358
Japanese Grand Prix,1,MEDIUM,34,53,0.6415094339622641
Japanese Grand Prix,2,HARD,33,53,0.6226415094339622
Japanese Grand Prix,2,MEDIUM,7,53,0.1320754716981132
Japanese Grand Prix,2,SOFT,12,53,0.22641509433962265
Japanese Grand Prix,3,MEDIUM,1,53,0.018867924528301886
Japanese Grand Prix,4,HARD,42,53,0.7924528301886793
